parent,fragment,AP_loss,points,world_cell,first_frame,last_frame,observations,profiled
N141:75,N141:75/17_-292_-19/615,1.1247729911833097e-05,1,"[17, -292, -19]",615,615,1,False
N141:75,N141:75/42_-221_-15/492,1.1243888495514802e-05,20,"[42, -221, -15]",492,496,5,False
N141:75,N141:75/39_-185_-12/271,1.122801593696286e-05,1193,"[39, -185, -12]",271,288,18,False
N141:75,N141:75/43_-228_-15/316,1.1217681712699625e-05,2587,"[43, -228, -15]",316,405,90,False
N141:75,N141:75/16_-290_-18/622,1.1214922913179964e-05,4,"[16, -290, -18]",622,622,1,False
N141:75,N141:75/44_-223_-15/560,1.1211041359083064e-05,9,"[44, -223, -15]",560,566,7,False
N141:75,N141:75/41_-219_-14/550,1.1210392452264523e-05,4,"[41, -219, -14]",550,552,3,False
N141:75,N141:75/37_-183_-12/264,1.1197735708249216e-05,7,"[37, -183, -12]",264,266,3,False
N141:75,N141:75/41_-241_-17/313,1.119187030229036e-05,6,"[41, -241, -17]",313,317,5,False
N141:75,N141:75/40_-178_-12/380,1.118518492643527e-05,15,"[40, -178, -12]",380,385,6,False
N141:75,N141:75/36_-277_-20/492,1.1182561012022117e-05,6,"[36, -277, -20]",492,495,4,False
N141:75,N141:75/37_-185_-12/346,1.118195682487338e-05,42,"[37, -185, -12]",346,357,12,False
N141:75,N141:75/40_-296_-23/599,1.117878151514984e-05,7,"[40, -296, -23]",599,601,3,False
N141:75,N141:75/37_-200_-13/513,1.117784966431382e-05,3,"[37, -200, -13]",513,515,3,False
N141:75,N141:75/39_-236_-16/455,1.1177089280618395e-05,1123,"[39, -236, -16]",455,465,11,False
N141:75,N141:75/36_-279_-20/369,1.1172129262193818e-05,2,"[36, -279, -20]",369,370,2,False
N141:75,N141:75/44_-267_-20/486,1.1163876698689217e-05,6156,"[44, -267, -20]",486,587,102,False
N141:75,N141:75/44_-204_-13/494,1.1147610223580849e-05,7,"[44, -204, -13]",494,498,5,False
N141:75,N141:75/44_-262_-19/479,1.1138134546263795e-05,2703,"[44, -262, -19]",479,523,45,False
N141:75,N141:75/39_-264_-19/400,1.1131248127107904e-05,1,"[39, -264, -19]",400,400,1,False
N141:75,N141:75/40_-219_-15/554,1.1131248127107904e-05,1,"[40, -219, -15]",554,554,1,False
N141:75,N141:75/46_-279_-21/470,1.1123620594421669e-05,3,"[46, -279, -21]",470,470,1,False
N141:75,N141:75/42_-273_-20/511,1.112324977810702e-05,3277,"[42, -273, -20]",511,602,92,False
N141:75,N141:75/37_-173_-11/339,1.1121515511768646e-05,29,"[37, -173, -11]",339,344,6,False
N141:75,N141:75/43_-157_-10/352,1.1121402449041473e-05,5,"[43, -157, -10]",352,356,5,False
N141:75,N141:75/44_-219_-15/570,1.1120904213144272e-05,15,"[44, -219, -15]",570,578,9,False
N141:75,N141:75/41_-261_-19/473,1.1118017872504033e-05,2025,"[41, -261, -19]",473,515,43,False
N141:75,N141:75/37_-170_-11/325,1.1107114905100163e-05,46,"[37, -170, -11]",325,341,17,False
N141:75,N141:75/40_-223_-15/573,1.1103425921817348e-05,3,"[40, -223, -15]",573,574,2,False
N141:75,N141:75/35_-139_-8/325,1.1092558961838307e-05,1,"[35, -139, -8]",325,325,1,False
N141:75,N141:75/39_-266_-20/385,1.1092558961838307e-05,1,"[39, -266, -20]",385,385,1,False
N141:75,N141:75/44_-215_-14/516,1.1092558961838307e-05,1,"[44, -215, -14]",516,516,1,False
N141:75,N141:75/37_-199_-13/550,1.1092558961838307e-05,1,"[37, -199, -13]",550,550,1,False
N141:75,N141:75/42_-282_-21/594,1.1084504268288617e-05,87,"[42, -282, -21]",594,599,6,False
N141:75,N141:75/40_-220_-15/490,1.1083903640403521e-05,5,"[40, -220, -15]",490,492,3,False
N141:75,N141:75/45_-298_-23/616,1.1080897090638583e-05,9,"[45, -298, -23]",616,618,3,False
N141:75,N141:75/44_-286_-22/614,1.1079576862128053e-05,13,"[44, -286, -22]",614,618,5,False
N141:75,N141:75/39_-150_-9/342,1.1038551243770747e-05,9,"[39, -150, -9]",342,345,4,False
N141:75,N141:75/37_-205_-13/370,1.1027214474887975e-05,472,"[37, -205, -13]",370,405,36,False
N141:75,N141:75/46_-265_-19/364,1.1017592999790317e-05,6,"[46, -265, -19]",364,368,5,False
N141:75,N141:75/39_-271_-20/386,1.1010707018495991e-05,28,"[39, -271, -20]",386,403,18,False
N141:75,N141:75/43_-241_-17/455,1.0986873125724644e-05,1476,"[43, -241, -17]",455,475,21,False
N141:75,N141:75/44_-214_-14/528,1.0978783564452642e-05,6,"[44, -214, -14]",528,533,6,False
N141:75,N141:75/39_-166_-11/281,1.0974903195406334e-05,598,"[39, -166, -11]",281,313,33,False
N141:75,N141:75/43_-223_-15/555,1.096455838832782e-05,17,"[43, -223, -15]",555,564,10,False
N141:75,N141:75/42_-265_-20/493,1.0956944948019343e-05,2975,"[42, -265, -20]",493,580,88,False
N141:75,N141:75/36_-162_-10/355,1.09500845308874e-05,1,"[36, -162, -10]",355,355,1,False
N141:75,N141:75/38_-197_-13/465,1.0943204016530954e-05,16,"[38, -197, -13]",465,471,7,False
N141:75,N141:75/42_-229_-15/478,1.0940736641616384e-05,726,"[42, -229, -15]",478,509,32,False
N141:75,N141:75/39_-198_-13/272,1.0939724873651436e-05,1451,"[39, -198, -13]",272,310,39,False
N141:75,N141:75/35_-177_-11/275,1.0935264275457903e-05,1035,"[35, -177, -11]",275,280,6,False
N141:75,N141:75/43_-223_-15/568,1.0927531705513242e-05,5,"[43, -223, -15]",568,570,3,False
N141:75,N141:75/35_-293_-21/531,1.091681764965675e-05,341,"[35, -293, -21]",531,614,84,False
N141:75,N141:75/43_-204_-13/521,1.0901502904619708e-05,5,"[43, -204, -13]",521,525,5,False
N141:75,N141:75/40_-229_-15/476,1.089956688421079e-05,977,"[40, -229, -15]",476,505,30,False
N141:75,N141:75/40_-258_-19/455,1.0898790939069109e-05,1638,"[40, -258, -19]",455,507,53,False
N141:75,N141:75/40_-259_-19/455,1.0885901159190166e-05,1766,"[40, -259, -19]",455,510,56,False
N141:75,N141:75/43_-217_-14/533,1.0880725034378805e-05,33,"[43, -217, -14]",533,557,25,False
N141:75,N141:75/37_-210_-14/275,1.0878829293270482e-05,3,"[37, -210, -14]",275,277,3,False
N141:75,N141:75/22_-292_-19/601,1.0876614210946515e-05,175,"[22, -292, -19]",601,618,18,False
N141:75,N141:75/37_-152_-10/350,1.0875624792487158e-05,2,"[37, -152, -10]",350,350,1,False
N141:75,N141:75/44_-212_-14/496,1.0869665780876723e-05,6,"[44, -212, -14]",496,499,4,False
N141:75,N141:75/31_-276_-20/575,1.086703589086956e-05,680,"[31, -276, -20]",575,618,44,False
N141:75,N141:75/13_-291_-18/622,1.0866302330470362e-05,2,"[13, -291, -18]",622,622,1,False
N141:75,N141:75/39_-218_-15/489,1.0850379053107075e-05,1,"[39, -218, -15]",489,489,1,False
N141:75,N141:75/45_-220_-14/493,1.0850379053107075e-05,1,"[45, -220, -14]",493,493,1,False
N141:75,N141:75/38_-197_-13/538,1.0844833246865183e-05,2,"[38, -197, -13]",538,539,2,False
N141:75,N141:75/36_-149_-9/365,1.0841898902684067e-05,3,"[36, -149, -9]",365,367,3,False
N141:75,N141:75/43_-159_-10/271,1.082334508762594e-05,676,"[43, -159, -10]",271,303,33,False
N141:75,N141:75/40_-128_-8/283,1.081940814328172e-05,4,"[40, -128, -8]",283,284,2,False
N141:75,N141:75/36_-206_-14/363,1.0814975184846478e-05,4,"[36, -206, -14]",363,363,1,False
N141:75,N141:75/40_-246_-17/455,1.0810237722943362e-05,1432,"[40, -246, -17]",455,484,30,False
N141:75,N141:75/37_-194_-13/455,1.0802319837259947e-05,6,"[37, -194, -13]",455,458,4,False
N141:75,N141:75/37_-211_-14/289,1.0785399456265221e-05,24,"[37, -211, -14]",289,304,16,False
N141:75,N141:75/40_-166_-11/280,1.0765700594415387e-05,767,"[40, -166, -11]",280,315,36,False
N141:75,N141:75/38_-195_-13/271,1.0759428500112485e-05,1408,"[38, -195, -13]",271,305,35,False
N141:75,N141:75/42_-215_-14/300,1.0759047339196478e-05,2465,"[42, -215, -14]",300,354,55,False
N141:75,N141:75/-1_-294_-17/618,1.07557294549385e-05,2,"[-1, -294, -17]",618,618,1,False
N141:75,N141:75/43_-192_-13/271,1.07537002292371e-05,1083,"[43, -192, -13]",271,301,31,False
N141:75,N141:75/39_-184_-12/271,1.0752397483483986e-05,1215,"[39, -184, -12]",271,287,17,False
N141:75,N141:75/35_-130_-8/289,1.0748984836197022e-05,4,"[35, -130, -8]",289,292,4,False
N141:75,N141:75/42_-268_-20/487,1.0746695996994877e-05,5658,"[42, -268, -20]",487,589,103,False
N141:75,N141:75/42_-251_-18/575,1.0743932474330529e-05,1351,"[42, -251, -18]",575,618,44,False
N141:75,N141:75/40_-269_-20/357,1.0742253525771282e-05,4,"[40, -269, -20]",357,359,3,False
N141:75,N141:75/40_-186_-12/275,1.072342715204357e-05,1093,"[40, -186, -12]",275,290,16,False
N141:75,N141:75/42_-254_-18/587,1.0716546384034488e-05,1063,"[42, -254, -18]",587,618,32,False
N141:75,N141:75/38_-193_-13/272,1.0704830009911793e-05,1351,"[38, -193, -13]",272,301,30,False
N141:75,N141:75/39_-217_-14/276,1.0697715483555104e-05,1,"[39, -217, -14]",276,276,1,False
N141:75,N141:75/41_-283_-21/386,1.0697715483555104e-05,1,"[41, -283, -21]",386,386,1,False
N141:75,N141:75/44_-204_-14/594,1.0697715483555104e-05,1,"[44, -204, -14]",594,594,1,False
N141:75,N141:75/43_-204_-12/601,1.0697715483555104e-05,1,"[43, -204, -12]",601,601,1,False
N141:75,N141:75/38_-223_-15/512,1.0689568251485525e-05,3,"[38, -223, -15]",512,512,1,False
N141:75,N141:75/43_-277_-21/465,1.0687630899724308e-05,14,"[43, -277, -21]",465,470,6,False
N141:75,N141:75/39_-261_-19/472,1.0682747560409777e-05,1587,"[39, -261, -19]",472,517,46,False
N141:75,N141:75/37_-160_-10/297,1.0680797891098115e-05,18,"[37, -160, -10]",297,299,3,False
N141:75,N141:75/43_-213_-14/572,1.0672903899361109e-05,7,"[43, -213, -14]",572,577,6,False
N141:75,N141:75/37_-164_-10/277,1.06718214926984e-05,126,"[37, -164, -10]",277,293,17,False
N141:75,N141:75/41_-274_-20/590,1.0667348952703973e-05,1873,"[41, -274, -20]",590,605,16,False
N141:75,N141:75/41_-223_-15/293,1.0662879257100736e-05,6,"[41, -223, -15]",293,295,3,False
N141:75,N141:75/39_-277_-20/603,1.0642125026401083e-05,1863,"[39, -277, -20]",603,615,13,False
N141:75,N141:75/40_-225_-15/609,1.0641034344506777e-05,3,"[40, -225, -15]",609,609,1,False
N141:75,N141:75/38_-226_-15/598,1.064052371637431e-05,12,"[38, -226, -15]",598,607,10,False
N141:75,N141:75/42_-151_-10/360,1.0617329948492783e-05,3,"[42, -151, -10]",360,361,2,False
N141:75,N141:75/40_-224_-15/310,1.061538584576318e-05,5,"[40, -224, -15]",310,311,2,False
N141:75,N141:75/35_-274_-20/490,1.0610281086932898e-05,1,"[35, -274, -20]",490,490,1,False
N141:75,N141:75/38_-225_-15/568,1.0606731551046069e-05,4,"[38, -225, -15]",568,570,3,False
N141:75,N141:75/37_-219_-15/353,1.0601911751507827e-05,682,"[37, -219, -15]",353,371,19,False
N141:75,N141:75/44_-204_-13/488,1.0596798926360274e-05,4,"[44, -204, -13]",488,491,4,False
N141:75,N141:75/36_-159_-10/347,1.058621255346508e-05,2,"[36, -159, -10]",347,347,1,False
N141:75,N141:75/43_-201_-12/527,1.0582065304474552e-05,7,"[43, -201, -12]",527,533,7,False
N141:75,N141:75/41_-182_-12/304,1.0570785615974797e-05,1127,"[41, -182, -12]",304,342,39,False
N141:75,N141:75/39_-267_-20/336,1.0567965802379454e-05,2,"[39, -267, -20]",336,337,2,False
N141:75,N141:75/40_-275_-20/594,1.0564049448282348e-05,2021,"[40, -275, -20]",594,609,16,False
N141:75,N141:75/38_-293_-22/459,1.0563772721408292e-05,5,"[38, -293, -22]",459,461,3,False
N141:75,N141:75/40_-297_-23/558,1.0562425079262013e-05,77,"[40, -297, -23]",558,583,26,False
N141:75,N141:75/40_-183_-12/306,1.0550967056269994e-05,863,"[40, -183, -12]",306,341,36,False
N141:75,N141:75/40_-115_-6/279,1.0547993654930776e-05,2,"[40, -115, -6]",279,279,1,False
N141:75,N141:75/38_-252_-18/622,1.0546132905476724e-05,5,"[38, -252, -18]",622,622,1,False
N141:75,N141:75/35_-135_-8/314,1.054583765184163e-05,1,"[35, -135, -8]",314,314,1,False
N141:75,N141:75/39_-282_-21/455,1.0522391689565741e-05,4,"[39, -282, -21]",455,457,3,False
N141:75,N141:75/38_-195_-13/472,1.0521295209446215e-05,3,"[38, -195, -13]",472,473,2,False
N141:75,N141:75/43_-213_-14/523,1.0520799725730148e-05,7,"[43, -213, -14]",523,527,5,False
N141:75,N141:75/37_-194_-13/271,1.050935808005764e-05,1626,"[37, -194, -13]",271,304,34,False
N141:75,N141:75/38_-204_-14/359,1.0505039420326399e-05,307,"[38, -204, -14]",359,405,47,False
N141:75,N141:75/39_-216_-14/275,1.0502188682602239e-05,3,"[39, -216, -14]",275,276,2,False
N141:75,N141:75/44_-186_-12/271,1.0499647884100788e-05,1309,"[44, -186, -12]",271,294,24,False
N141:75,N141:75/44_-287_-22/605,1.049669657671098e-05,1,"[44, -287, -22]",605,605,1,False
N141:75,N141:75/41_-187_-12/271,1.0486661548399753e-05,1320,"[41, -187, -12]",271,292,22,False
N141:75,N141:75/32_-282_-20/592,1.0457226017907137e-05,446,"[32, -282, -20]",592,618,27,False
N141:75,N141:75/38_-212_-14/467,1.0452612247416835e-05,17,"[38, -212, -14]",467,473,7,False
N141:75,N141:75/44_-210_-14/455,1.0437680508711495e-05,184,"[44, -210, -14]",455,477,23,False
N141:75,N141:75/44_-218_-15/505,1.0425670991090792e-05,2,"[44, -218, -15]",505,506,2,False
N141:75,N141:75/39_-213_-14/489,1.0418638403042418e-05,14,"[39, -213, -14]",489,493,5,False
N141:75,N141:75/37_-191_-12/501,1.0415057628789483e-05,2,"[37, -191, -12]",501,502,2,False
N141:75,N141:75/44_-248_-18/455,1.0410511874006642e-05,739,"[44, -248, -18]",455,488,34,False
N141:75,N141:75/40_-296_-22/541,1.0406203826363331e-05,17,"[40, -296, -22]",541,557,17,False
N141:75,N141:75/39_-233_-16/558,1.0404973017492544e-05,37,"[39, -233, -16]",558,570,13,False
N141:75,N141:75/46_-173_-11/314,1.038497052735881e-05,2,"[46, -173, -11]",314,315,2,False
N141:75,N141:75/43_-267_-20/486,1.0383984793976239e-05,6159,"[43, -267, -20]",486,586,101,False
N141:75,N141:75/37_-191_-13/265,1.038396129759007e-05,4,"[37, -191, -13]",265,268,4,False
N141:75,N141:75/-2_-275_-15/605,1.0383864844526836e-05,2,"[-2, -275, -15]",605,605,1,False
N141:75,N141:75/43_-157_-10/360,1.0375644172853561e-05,6,"[43, -157, -10]",360,363,4,False
N141:75,N141:75/38_-230_-16/519,1.0372273305589059e-05,17,"[38, -230, -16]",519,526,8,False
N141:75,N141:75/44_-215_-14/497,1.0370523099544889e-05,3,"[44, -215, -14]",497,498,2,False
N141:75,N141:75/38_-245_-17/347,1.0370005223930316e-05,3,"[38, -245, -17]",347,349,3,False
N141:75,N141:75/44_-208_-14/455,1.0358822009993415e-05,165,"[44, -208, -14]",455,477,23,False
N141:75,N141:75/42_-162_-10/275,1.0355861071171271e-05,665,"[42, -162, -10]",275,327,53,False
N141:75,N141:75/38_-229_-15/302,1.0349900864268717e-05,1,"[38, -229, -15]",302,302,1,False
N141:75,N141:75/41_-182_-12/462,1.0349900864268717e-05,1,"[41, -182, -12]",462,462,1,False
N141:75,N141:75/38_-176_-11/458,1.0331580321994001e-05,2,"[38, -176, -11]",458,459,2,False
N141:75,N141:75/44_-207_-14/455,1.0323326167188042e-05,124,"[44, -207, -14]",455,475,21,False
N141:75,N141:75/46_-257_-19/375,1.0321651802820501e-05,3,"[46, -257, -19]",375,377,3,False
N141:75,N141:75/43_-169_-11/283,1.03171807154622e-05,817,"[43, -169, -11]",283,325,43,False
N141:75,N141:75/37_-203_-13/469,1.0316106549551362e-05,5,"[37, -203, -13]",469,470,2,False
N141:75,N141:75/38_-189_-12/271,1.0289236638016735e-05,1390,"[38, -189, -12]",271,295,25,False
N141:75,N141:75/33_-275_-19/577,1.0287613189035785e-05,99,"[33, -275, -19]",577,597,21,False
N141:75,N141:75/40_-251_-18/455,1.0286542800922885e-05,1428,"[40, -251, -18]",455,493,39,False
N141:75,N141:75/34_-275_-20/622,1.0271789521643833e-05,190,"[34, -275, -20]",622,622,1,False
N141:75,N141:75/46_-266_-20/359,1.0271201635221002e-05,1,"[46, -266, -20]",359,359,1,False
N141:75,N141:75/35_-278_-20/463,1.0271201635221002e-05,1,"[35, -278, -20]",463,463,1,False
N141:75,N141:75/40_-296_-23/541,1.0271184418633668e-05,20,"[40, -296, -23]",541,559,19,False
N141:75,N141:75/43_-211_-14/455,1.0256550344920115e-05,224,"[43, -211, -14]",455,478,24,False
N141:75,N141:75/42_-146_-9/361,1.025072776045586e-05,2,"[42, -146, -9]",361,362,2,False
N141:75,N141:75/37_-193_-13/463,1.024745197686972e-05,7,"[37, -193, -13]",463,466,4,False
N141:75,N141:75/40_-170_-11/285,1.0235112715280517e-05,802,"[40, -170, -11]",285,325,41,False
N141:75,N141:75/-4_-274_-15/618,1.0232104522006437e-05,2,"[-4, -274, -15]",618,618,1,False
N141:75,N141:75/45_-243_-17/330,1.0230782368056398e-05,5,"[45, -243, -17]",330,333,4,False
N141:75,N141:75/41_-224_-15/575,1.0221890828408089e-05,8,"[41, -224, -15]",575,577,3,False
N141:75,N141:75/22_-274_-18/598,1.0218626577775075e-05,142,"[22, -274, -18]",598,617,20,False
N141:75,N141:75/42_-235_-16/489,1.0213188703563099e-05,767,"[42, -235, -16]",489,526,38,False
N141:75,N141:75/38_-185_-12/271,1.0211095216728946e-05,1169,"[38, -185, -12]",271,288,18,False
N141:75,N141:75/39_-176_-11/464,1.0208398807748648e-05,5,"[39, -176, -11]",464,466,3,False
N141:75,N141:75/41_-216_-14/455,1.0207803916050507e-05,607,"[41, -216, -14]",455,487,33,False
N141:75,N141:75/40_-278_-21/367,1.0207685183105099e-05,1,"[40, -278, -21]",367,367,1,False
N141:75,N141:75/38_-211_-14/568,1.0207685183105099e-05,1,"[38, -211, -14]",568,568,1,False
N141:75,N141:75/39_-224_-15/617,1.0207685183105099e-05,1,"[39, -224, -15]",617,617,1,False
N141:75,N141:75/43_-194_-11/491,1.0206668700488029e-05,7,"[43, -194, -11]",491,496,6,False
N141:75,N141:75/43_-235_-16/455,1.0206051958028598e-05,1211,"[43, -235, -16]",455,463,9,False
N141:75,N141:75/45_-286_-22/552,1.020298723897879e-05,126,"[45, -286, -22]",552,604,53,False
N141:75,N141:75/42_-218_-14/528,1.0199031957920041e-05,89,"[42, -218, -14]",528,557,30,False
N141:75,N141:75/42_-174_-11/354,1.0194563931075916e-05,6,"[42, -174, -11]",354,355,2,False
N141:75,N141:75/40_-240_-17/568,1.0189611408643104e-05,34,"[40, -240, -17]",568,571,4,False
N141:75,N141:75/37_-162_-10/261,1.018127067023712e-05,109,"[37, -162, -10]",261,261,1,False
N141:75,N141:75/45_-249_-18/308,1.0180824054876783e-05,2,"[45, -249, -18]",308,309,2,False
N141:75,N141:75/39_-293_-22/622,1.0179444597208103e-05,20,"[39, -293, -22]",622,622,1,False
N141:75,N141:75/45_-283_-21/395,1.0168205571897458e-05,7,"[45, -283, -21]",395,401,7,False
N141:75,N141:75/38_-172_-11/289,1.0162743332817567e-05,680,"[38, -172, -11]",289,321,33,False
N141:75,N141:75/43_-234_-16/367,1.0154250955187066e-05,535,"[43, -234, -16]",367,405,39,False
N141:75,N141:75/41_-221_-15/283,1.0151535494103461e-05,3,"[41, -221, -15]",283,283,1,False
N141:75,N141:75/44_-208_-14/319,1.0143213546887605e-05,1360,"[44, -208, -14]",319,336,18,False
N141:75,N141:75/44_-188_-12/271,1.0138428464553312e-05,1738,"[44, -188, -12]",271,297,27,False
N141:75,N141:75/36_-137_-8/300,1.013426602792817e-05,7,"[36, -137, -8]",300,304,5,False
N141:75,N141:75/37_-192_-13/527,1.0129459216002495e-05,1,"[37, -192, -13]",527,527,1,False
N141:75,N141:75/43_-206_-14/487,1.0118859578007897e-05,14,"[43, -206, -14]",487,494,8,False
N141:75,N141:75/28_-292_-20/595,1.0115205384523478e-05,7,"[28, -292, -20]",595,598,4,False
N141:75,N141:75/39_-230_-15/595,1.0106931872934345e-05,9,"[39, -230, -15]",595,597,3,False
N141:75,N141:75/39_-264_-19/471,1.0104056609707687e-05,5613,"[39, -264, -19]",471,575,105,False
N141:75,N141:75/35_-134_-8/278,1.0092536625732336e-05,3,"[35, -134, -8]",278,279,2,False
N141:75,N141:75/9_-291_-18/622,1.0091756174212543e-05,2,"[9, -291, -18]",622,622,1,False
