parent,fragment,AP_loss,points,world_cell,first_frame,last_frame,observations,profiled
N141:75,N141:75/1_-291_-17/617,3.344660331484796e-08,4,"[1, -291, -17]",617,617,1,False
N141:75,N141:75/42_-228_-15/322,3.3445029841408124e-08,8,"[42, -228, -15]",322,324,3,False
N141:75,N141:75/40_-290_-22/515,3.343905194788211e-08,40,"[40, -290, -22]",515,527,13,False
N141:75,N141:75/39_-140_-9/303,3.343229095500622e-08,2,"[39, -140, -9]",303,303,1,False
N141:75,N141:75/37_-285_-21/492,3.340134322424202e-08,40,"[37, -285, -21]",492,506,15,False
N141:75,N141:75/44_-162_-10/324,3.33907150906657e-08,2,"[44, -162, -10]",324,324,1,False
N141:75,N141:75/39_-131_-8/282,3.3388715327095954e-08,3,"[39, -131, -8]",282,282,1,False
N141:75,N141:75/39_-165_-10/261,3.334122469934854e-08,52,"[39, -165, -10]",261,261,1,False
N141:75,N141:75/41_-245_-17/362,3.334051828003905e-08,5,"[41, -245, -17]",362,362,1,False
N141:75,N141:75/49_-280_-21/622,3.332033352277586e-08,7,"[49, -280, -21]",622,622,1,False
N141:75,N141:75/41_-248_-17/360,3.330176371029422e-08,3,"[41, -248, -17]",360,360,1,False
N141:75,N141:75/43_-248_-18/367,3.3295417254072534e-08,8,"[43, -248, -18]",367,369,3,False
N141:75,N141:75/16_-289_-18/616,3.329107024889067e-08,5,"[16, -289, -18]",616,616,1,False
N141:75,N141:75/38_-283_-21/519,3.327182183012246e-08,45,"[38, -283, -21]",519,532,14,False
N141:75,N141:75/43_-192_-13/261,3.326769249149011e-08,2,"[43, -192, -13]",261,261,1,False
N141:75,N141:75/37_-253_-18/313,3.3254265391613735e-08,2,"[37, -253, -18]",313,314,2,False
N141:75,N141:75/43_-150_-9/331,3.3254265391613735e-08,2,"[43, -150, -9]",331,331,1,False
N141:75,N141:75/43_-233_-16/348,3.322828811096589e-08,68,"[43, -233, -16]",348,358,11,False
N141:75,N141:75/45_-261_-19/361,3.320901435747637e-08,2,"[45, -261, -19]",361,361,1,False
N141:75,N141:75/38_-191_-13/261,3.317150212924542e-08,1,"[38, -191, -13]",261,261,1,False
N141:75,N141:75/41_-128_-8/271,3.317150212924542e-08,1,"[41, -128, -8]",271,271,1,False
N141:75,N141:75/43_-218_-14/276,3.317150212924542e-08,1,"[43, -218, -14]",276,276,1,False
N141:75,N141:75/37_-199_-13/279,3.317150212924542e-08,1,"[37, -199, -13]",279,279,1,False
N141:75,N141:75/41_-120_-7/286,3.317150212924542e-08,1,"[41, -120, -7]",286,286,1,False
N141:75,N141:75/43_-229_-15/286,3.317150212924542e-08,1,"[43, -229, -15]",286,286,1,False
N141:75,N141:75/36_-205_-13/289,3.317150212924542e-08,1,"[36, -205, -13]",289,289,1,False
N141:75,N141:75/38_-128_-8/300,3.317150212924542e-08,1,"[38, -128, -8]",300,300,1,False
N141:75,N141:75/43_-129_-8/303,3.317150212924542e-08,1,"[43, -129, -8]",303,303,1,False
N141:75,N141:75/45_-225_-15/309,3.317150212924542e-08,1,"[45, -225, -15]",309,309,1,False
N141:75,N141:75/39_-223_-15/317,3.317150212924542e-08,1,"[39, -223, -15]",317,317,1,False
N141:75,N141:75/43_-149_-9/318,3.317150212924542e-08,1,"[43, -149, -9]",318,318,1,False
N141:75,N141:75/42_-245_-17/324,3.317150212924542e-08,1,"[42, -245, -17]",324,324,1,False
N141:75,N141:75/45_-230_-16/325,3.317150212924542e-08,1,"[45, -230, -16]",325,325,1,False
N141:75,N141:75/43_-149_-9/326,3.317150212924542e-08,1,"[43, -149, -9]",326,326,1,False
N141:75,N141:75/39_-193_-12/330,3.317150212924542e-08,1,"[39, -193, -12]",330,330,1,False
N141:75,N141:75/42_-194_-11/331,3.317150212924542e-08,1,"[42, -194, -11]",331,331,1,False
N141:75,N141:75/40_-140_-9/336,3.317150212924542e-08,1,"[40, -140, -9]",336,336,1,False
N141:75,N141:75/45_-247_-17/345,3.317150212924542e-08,1,"[45, -247, -17]",345,345,1,False
N141:75,N141:75/36_-165_-11/348,3.317150212924542e-08,1,"[36, -165, -11]",348,348,1,False
N141:75,N141:75/37_-249_-18/348,3.317150212924542e-08,1,"[37, -249, -18]",348,348,1,False
N141:75,N141:75/42_-195_-11/356,3.317150212924542e-08,1,"[42, -195, -11]",356,356,1,False
N141:75,N141:75/41_-267_-20/359,3.317150212924542e-08,1,"[41, -267, -20]",359,359,1,False
N141:75,N141:75/36_-166_-11/384,3.317150212924542e-08,1,"[36, -166, -11]",384,384,1,False
N141:75,N141:75/38_-175_-11/393,3.317150212924542e-08,1,"[38, -175, -11]",393,393,1,False
N141:75,N141:75/39_-282_-21/397,3.317150212924542e-08,1,"[39, -282, -21]",397,397,1,False
N141:75,N141:75/42_-195_-11/399,3.317150212924542e-08,1,"[42, -195, -11]",399,399,1,False
N141:75,N141:75/39_-275_-20/404,3.317150212924542e-08,1,"[39, -275, -20]",404,404,1,False
N141:75,N141:75/43_-284_-21/404,3.317150212924542e-08,1,"[43, -284, -21]",404,404,1,False
N141:75,N141:75/38_-189_-12/405,3.317150212924542e-08,1,"[38, -189, -12]",405,405,1,False
N141:75,N141:75/46_-274_-21/489,3.317150212924542e-08,1,"[46, -274, -21]",489,489,1,False
N141:75,N141:75/45_-222_-15/492,3.317150212924542e-08,1,"[45, -222, -15]",492,492,1,False
N141:75,N141:75/42_-219_-14/495,3.317150212924542e-08,1,"[42, -219, -14]",495,495,1,False
N141:75,N141:75/33_-276_-19/501,3.317150212924542e-08,1,"[33, -276, -19]",501,501,1,False
N141:75,N141:75/43_-214_-14/511,3.317150212924542e-08,1,"[43, -214, -14]",511,511,1,False
N141:75,N141:75/43_-225_-15/524,3.317150212924542e-08,1,"[43, -225, -15]",524,524,1,False
N141:75,N141:75/46_-282_-21/547,3.317150212924542e-08,1,"[46, -282, -21]",547,547,1,False
N141:75,N141:75/42_-218_-14/570,3.317150212924542e-08,1,"[42, -218, -14]",570,570,1,False
N141:75,N141:75/45_-287_-22/585,3.317150212924542e-08,1,"[45, -287, -22]",585,585,1,False
N141:75,N141:75/6_-290_-17/607,3.317150212924542e-08,1,"[6, -290, -17]",607,607,1,False
N141:75,N141:75/44_-233_-16/608,3.317150212924542e-08,1,"[44, -233, -16]",608,608,1,False
N141:75,N141:75/2_-289_-16/611,3.317150212924542e-08,1,"[2, -289, -16]",611,611,1,False
N141:75,N141:75/6_-290_-17/611,3.317150212924542e-08,1,"[6, -290, -17]",611,611,1,False
N141:75,N141:75/2_-275_-16/622,3.317150212924542e-08,1,"[2, -275, -16]",622,622,1,False
N141:75,N141:75/14_-273_-17/622,3.3166459882951596e-08,5,"[14, -273, -17]",622,622,1,False
N141:75,N141:75/34_-236_-16/477,3.316275262724652e-08,17,"[34, -236, -16]",477,479,3,False
N141:75,N141:75/1_-285_-16/616,3.316078237048354e-08,3,"[1, -285, -16]",616,616,1,False
N141:75,N141:75/39_-165_-10/387,3.3150235062165695e-08,2,"[39, -165, -10]",387,388,2,False
N141:75,N141:75/41_-201_-13/275,3.3149467029136604e-08,3,"[41, -201, -13]",275,275,1,False
N141:75,N141:75/41_-299_-23/602,3.313773490156767e-08,5,"[41, -299, -23]",602,602,1,False
N141:75,N141:75/41_-287_-21/598,3.3120065778507835e-08,308,"[41, -287, -21]",598,618,21,False
N141:75,N141:75/26_-281_-19/622,3.310950647646539e-08,18,"[26, -281, -19]",622,622,1,False
N141:75,N141:75/41_-141_-9/293,3.3096697430818e-08,3,"[41, -141, -9]",293,294,2,False
N141:75,N141:75/42_-164_-10/327,3.307816476789236e-08,2,"[42, -164, -10]",327,327,1,False
N141:75,N141:75/46_-245_-17/455,3.306074544497471e-08,34,"[46, -245, -17]",455,459,5,False
N141:75,N141:75/42_-213_-14/287,3.304248925300404e-08,2,"[42, -213, -14]",287,287,1,False
N141:75,N141:75/41_-271_-20/459,3.3025078219455667e-08,6,"[41, -271, -20]",459,462,4,False
N141:75,N141:75/44_-246_-17/331,3.302141500536453e-08,2,"[44, -246, -17]",331,332,2,False
N141:75,N141:75/43_-238_-16/355,3.302056216780492e-08,10,"[43, -238, -16]",355,356,2,False
N141:75,N141:75/42_-247_-17/360,3.3019430196933166e-08,5,"[42, -247, -17]",360,360,1,False
N141:75,N141:75/40_-177_-11/264,3.298637951082914e-08,107,"[40, -177, -11]",264,269,6,False
N141:75,N141:75/45_-260_-19/384,3.2981087574027975e-08,4,"[45, -260, -19]",384,384,1,False
N141:75,N141:75/38_-169_-11/325,3.2975427285680684e-08,5,"[38, -169, -11]",325,325,1,False
N141:75,N141:75/38_-271_-20/577,3.297353356818049e-08,592,"[38, -271, -20]",577,587,11,False
N141:75,N141:75/45_-232_-16/314,3.295862451960525e-08,3,"[45, -232, -16]",314,315,2,False
N141:75,N141:75/35_-140_-8/271,3.294734236895783e-08,18,"[35, -140, -8]",271,277,7,False
N141:75,N141:75/40_-170_-11/330,3.293949079904427e-08,6,"[40, -170, -11]",330,331,2,False
N141:75,N141:75/44_-189_-13/318,3.288476701739835e-08,7,"[44, -189, -13]",318,319,2,False
N141:75,N141:75/49_-276_-21/608,3.28546735070868e-08,41,"[49, -276, -21]",608,612,5,False
N141:75,N141:75/36_-281_-20/475,3.2854311311521434e-08,13,"[36, -281, -20]",475,479,5,False
N141:75,N141:75/40_-155_-10/323,3.283640688246344e-08,3,"[40, -155, -10]",323,324,2,False
N141:75,N141:75/36_-117_-7/265,3.2824673721050113e-08,2,"[36, -117, -7]",265,265,1,False
N141:75,N141:75/41_-249_-18/349,3.2824673721050113e-08,2,"[41, -249, -18]",349,350,2,False
N141:75,N141:75/44_-237_-16/611,3.2824673721050113e-08,2,"[44, -237, -16]",611,612,2,False
N141:75,N141:75/40_-136_-8/261,3.2806597070947e-08,8,"[40, -136, -8]",261,261,1,False
N141:75,N141:75/41_-235_-16/343,3.280646326539963e-08,22,"[41, -235, -16]",343,346,4,False
N141:75,N141:75/43_-235_-16/342,3.279560288894471e-08,13,"[43, -235, -16]",342,345,4,False
N141:75,N141:75/37_-248_-17/337,3.27873118972806e-08,2,"[37, -248, -17]",337,338,2,False
N141:75,N141:75/38_-245_-17/336,3.2766031206381315e-08,3,"[38, -245, -17]",336,336,1,False
N141:75,N141:75/19_-283_-18/617,3.275904040720691e-08,6,"[19, -283, -18]",617,618,2,False
N141:75,N141:75/40_-204_-13/267,3.275724051197189e-08,7,"[40, -204, -13]",267,268,2,False
N141:75,N141:75/29_-288_-20/613,3.275480503070718e-08,40,"[29, -288, -20]",613,616,4,False
N141:75,N141:75/43_-213_-14/287,3.2747739785314146e-08,2,"[43, -213, -14]",287,288,2,False
N141:75,N141:75/44_-164_-11/342,3.274397533849989e-08,3,"[44, -164, -11]",342,344,3,False
N141:75,N141:75/47_-283_-21/532,3.274017219581013e-08,16,"[47, -283, -21]",532,547,16,False
N141:75,N141:75/41_-256_-18/462,3.271598578805711e-08,8,"[41, -256, -18]",462,464,3,False
N141:75,N141:75/1_-289_-17/613,3.271020433874258e-08,2,"[1, -289, -17]",613,613,1,False
N141:75,N141:75/38_-235_-16/618,3.271020433874258e-08,2,"[38, -235, -16]",618,618,1,False
N141:75,N141:75/37_-228_-15/607,3.2666936666037746e-08,3,"[37, -228, -15]",607,607,1,False
N141:75,N141:75/44_-268_-20/474,3.264633598899803e-08,45,"[44, -268, -20]",474,483,10,False
N141:75,N141:75/40_-248_-18/536,3.2624557657812785e-08,6,"[40, -248, -18]",536,539,4,False
N141:75,N141:75/34_-284_-20/480,3.26193545411408e-08,2,"[34, -284, -20]",480,480,1,False
N141:75,N141:75/43_-290_-22/508,3.261390602319243e-08,26,"[43, -290, -22]",508,520,13,False
N141:75,N141:75/43_-295_-22/585,3.260252188309523e-08,12,"[43, -295, -22]",585,590,6,False
N141:75,N141:75/44_-266_-20/459,3.258872107076167e-08,10,"[44, -266, -20]",459,461,3,False
N141:75,N141:75/40_-164_-10/321,3.2581419729136605e-08,8,"[40, -164, -10]",321,323,3,False
N141:75,N141:75/43_-134_-8/301,3.2563742922771156e-08,2,"[43, -134, -8]",301,301,1,False
N141:75,N141:75/38_-251_-18/337,3.2563742922771156e-08,2,"[38, -251, -18]",337,338,2,False
N141:75,N141:75/41_-299_-23/592,3.256134667807268e-08,4,"[41, -299, -23]",592,592,1,False
N141:75,N141:75/42_-226_-15/606,3.2557525556610394e-08,2,"[42, -226, -15]",606,606,1,False
N141:75,N141:75/12_-288_-18/601,3.255492846568727e-08,3,"[12, -288, -18]",601,601,1,False
N141:75,N141:75/40_-240_-17/380,3.254967322989565e-08,5,"[40, -240, -17]",380,382,3,False
N141:75,N141:75/39_-151_-9/289,3.25486743477293e-08,4,"[39, -151, -9]",289,289,1,False
N141:75,N141:75/39_-153_-10/306,3.254456624578399e-08,5,"[39, -153, -10]",306,307,2,False
N141:75,N141:75/38_-229_-15/616,3.250179895731834e-08,3,"[38, -229, -15]",616,617,2,False
N141:75,N141:75/36_-156_-10/268,3.2496981254751115e-08,214,"[36, -156, -10]",268,269,2,False
N141:75,N141:75/41_-300_-23/492,3.2491790345877e-08,2,"[41, -300, -23]",492,493,2,False
N141:75,N141:75/43_-302_-23/618,3.248863260215729e-08,6,"[43, -302, -23]",618,618,1,False
N141:75,N141:75/44_-218_-15/306,3.248657240446391e-08,2,"[44, -218, -15]",306,306,1,False
N141:75,N141:75/22_-285_-19/584,3.248657240446391e-08,2,"[22, -285, -19]",584,585,2,False
N141:75,N141:75/43_-248_-18/361,3.24851572784303e-08,2,"[43, -248, -18]",361,361,1,False
N141:75,N141:75/42_-296_-23/558,3.2484027438647626e-08,18,"[42, -296, -23]",558,565,8,False
N141:75,N141:75/39_-282_-21/483,3.2478589480968357e-08,50,"[39, -282, -21]",483,501,19,False
N141:75,N141:75/37_-286_-21/577,3.247768599479716e-08,87,"[37, -286, -21]",577,596,20,False
N141:75,N141:75/40_-282_-21/528,3.2448861486847916e-08,55,"[40, -282, -21]",528,537,10,False
N141:75,N141:75/37_-236_-16/603,3.242528002936804e-08,3,"[37, -236, -16]",603,603,1,False
N141:75,N141:75/45_-248_-18/622,3.240613383402617e-08,3,"[45, -248, -18]",622,622,1,False
N141:75,N141:75/37_-252_-18/360,3.2394870519551764e-08,6,"[37, -252, -18]",360,362,3,False
N141:75,N141:75/37_-229_-15/515,3.238982207183275e-08,14,"[37, -229, -15]",515,519,5,False
N141:75,N141:75/35_-287_-21/507,3.238588250450568e-08,13,"[35, -287, -21]",507,512,6,False
N141:75,N141:75/36_-284_-21/507,3.234402456349215e-08,20,"[36, -284, -21]",507,515,9,False
N141:75,N141:75/42_-198_-11/360,3.23137670235828e-08,4,"[42, -198, -11]",360,360,1,False
N141:75,N141:75/42_-302_-23/611,3.2265349602416794e-08,21,"[42, -302, -23]",611,614,4,False
N141:75,N141:75/44_-280_-21/496,3.225294158346279e-08,18,"[44, -280, -21]",496,502,7,False
N141:75,N141:75/39_-278_-20/485,3.2189993201442315e-08,51,"[39, -278, -20]",485,496,12,False
N141:75,N141:75/33_-177_-11/272,3.2188839214665846e-08,91,"[33, -177, -11]",272,274,3,False
N141:75,N141:75/44_-295_-22/615,3.2188149125544134e-08,2,"[44, -295, -22]",615,615,1,False
N141:75,N141:75/39_-231_-15/380,3.217896526327783e-08,12,"[39, -231, -15]",380,386,7,False
N141:75,N141:75/42_-242_-17/357,3.216425340800957e-08,16,"[42, -242, -17]",357,359,3,False
N141:75,N141:75/49_-275_-21/560,3.215284987720577e-08,4,"[49, -275, -21]",560,563,4,False
N141:75,N141:75/43_-228_-15/574,3.2117621042300255e-08,2,"[43, -228, -15]",574,575,2,False
N141:75,N141:75/44_-262_-19/465,3.211193378033195e-08,14,"[44, -262, -19]",465,467,3,False
N141:75,N141:75/39_-179_-11/272,3.209892287398858e-08,14,"[39, -179, -11]",272,272,1,False
N141:75,N141:75/39_-279_-21/471,3.2088528073888185e-08,3,"[39, -279, -21]",471,472,2,False
N141:75,N141:75/36_-224_-15/394,3.2076477867653275e-08,358,"[36, -224, -15]",394,401,8,False
N141:75,N141:75/43_-173_-11/264,3.204252932423658e-08,231,"[43, -173, -11]",264,269,6,False
N141:75,N141:75/43_-129_-8/269,3.203800828295489e-08,2,"[43, -129, -8]",269,269,1,False
N141:75,N141:75/39_-243_-17/324,3.200660944269868e-08,3,"[39, -243, -17]",324,324,1,False
N141:75,N141:75/43_-235_-16/609,3.1985175307966e-08,4,"[43, -235, -16]",609,609,1,False
N141:75,N141:75/38_-152_-10/299,3.1949327664127834e-08,3,"[38, -152, -10]",299,299,1,False
N141:75,N141:75/42_-236_-16/339,3.1945664971542574e-08,12,"[42, -236, -16]",339,341,3,False
N141:75,N141:75/19_-297_-19/615,3.192406165116449e-08,3,"[19, -297, -19]",615,616,2,False
N141:75,N141:75/34_-119_-7/266,3.1916263183191475e-08,4,"[34, -119, -7]",266,269,4,False
N141:75,N141:75/42_-181_-12/264,3.1905937193293366e-08,50,"[42, -181, -12]",264,269,6,False
N141:75,N141:75/34_-131_-8/264,3.1896104658223496e-08,2,"[34, -131, -8]",264,265,2,False
N141:75,N141:75/43_-277_-21/558,3.187939317334757e-08,363,"[43, -277, -21]",558,590,33,False
N141:75,N141:75/12_-290_-18/601,3.187651747100339e-08,4,"[12, -290, -18]",601,601,1,False
N141:75,N141:75/42_-256_-19/594,3.186175026024087e-08,2,"[42, -256, -19]",594,595,2,False
N141:75,N141:75/36_-231_-15/389,3.185517105782956e-08,18,"[36, -231, -15]",389,389,1,False
N141:75,N141:75/36_-293_-22/593,3.1817083875031935e-08,2,"[36, -293, -22]",593,594,2,False
N141:75,N141:75/35_-296_-22/492,3.18161632865256e-08,5,"[35, -296, -22]",492,495,4,False
N141:75,N141:75/43_-151_-9/271,3.181579201920552e-08,16,"[43, -151, -9]",271,274,4,False
N141:75,N141:75/4_-276_-16/612,3.180914632527704e-08,8,"[4, -276, -16]",612,615,4,False
N141:75,N141:75/41_-165_-11/331,3.180672293782942e-08,5,"[41, -165, -11]",331,332,2,False
N141:75,N141:75/30_-290_-20/622,3.1806499211674696e-08,6,"[30, -290, -20]",622,622,1,False
N141:75,N141:75/42_-196_-11/282,3.177941102588169e-08,3,"[42, -196, -11]",282,284,3,False
N141:75,N141:75/44_-285_-21/488,3.176019656151664e-08,2,"[44, -285, -21]",488,489,2,False
N141:75,N141:75/39_-118_-7/261,3.174813014268006e-08,1,"[39, -118, -7]",261,261,1,False
N141:75,N141:75/42_-126_-8/271,3.174813014268006e-08,1,"[42, -126, -8]",271,271,1,False
N141:75,N141:75/42_-138_-8/284,3.174813014268006e-08,1,"[42, -138, -8]",284,284,1,False
N141:75,N141:75/43_-227_-15/285,3.174813014268006e-08,1,"[43, -227, -15]",285,285,1,False
N141:75,N141:75/42_-123_-7/286,3.174813014268006e-08,1,"[42, -123, -7]",286,286,1,False
N141:75,N141:75/43_-224_-15/288,3.174813014268006e-08,1,"[43, -224, -15]",288,288,1,False
N141:75,N141:75/39_-137_-8/295,3.174813014268006e-08,1,"[39, -137, -8]",295,295,1,False
N141:75,N141:75/38_-137_-8/302,3.174813014268006e-08,1,"[38, -137, -8]",302,302,1,False
N141:75,N141:75/42_-227_-15/309,3.174813014268006e-08,1,"[42, -227, -15]",309,309,1,False
N141:75,N141:75/42_-151_-9/310,3.174813014268006e-08,1,"[42, -151, -9]",310,310,1,False
N141:75,N141:75/40_-238_-16/311,3.174813014268006e-08,1,"[40, -238, -16]",311,311,1,False
N141:75,N141:75/37_-251_-18/322,3.174813014268006e-08,1,"[37, -251, -18]",322,322,1,False
N141:75,N141:75/36_-167_-11/390,3.174813014268006e-08,1,"[36, -167, -11]",390,390,1,False
N141:75,N141:75/39_-190_-12/397,3.174813014268006e-08,1,"[39, -190, -12]",397,397,1,False
N141:75,N141:75/47_-255_-18/400,3.174813014268006e-08,1,"[47, -255, -18]",400,400,1,False
N141:75,N141:75/39_-255_-19/462,3.174813014268006e-08,1,"[39, -255, -19]",462,462,1,False
N141:75,N141:75/45_-279_-21/466,3.174813014268006e-08,1,"[45, -279, -21]",466,466,1,False
N141:75,N141:75/40_-286_-21/470,3.174813014268006e-08,1,"[40, -286, -21]",470,470,1,False
N141:75,N141:75/43_-290_-22/482,3.174813014268006e-08,1,"[43, -290, -22]",482,482,1,False
N141:75,N141:75/44_-298_-23/516,3.174813014268006e-08,1,"[44, -298, -23]",516,516,1,False
N141:75,N141:75/41_-248_-18/523,3.174813014268006e-08,1,"[41, -248, -18]",523,523,1,False
N141:75,N141:75/33_-294_-21/529,3.174813014268006e-08,1,"[33, -294, -21]",529,529,1,False
N141:75,N141:75/32_-296_-21/541,3.174813014268006e-08,2,"[32, -296, -21]",541,541,1,False
N141:75,N141:75/37_-291_-21/541,3.174813014268006e-08,1,"[37, -291, -21]",541,541,1,False
N141:75,N141:75/44_-240_-16/571,3.174813014268006e-08,1,"[44, -240, -16]",571,571,1,False
N141:75,N141:75/41_-228_-15/573,3.174813014268006e-08,1,"[41, -228, -15]",573,573,1,False
N141:75,N141:75/44_-295_-22/575,3.174813014268006e-08,1,"[44, -295, -22]",575,575,1,False
N141:75,N141:75/40_-240_-16/603,3.174813014268006e-08,1,"[40, -240, -16]",603,603,1,False
N141:75,N141:75/43_-228_-15/604,3.174813014268006e-08,1,"[43, -228, -15]",604,604,1,False
N141:75,N141:75/40_-230_-15/614,3.174813014268006e-08,1,"[40, -230, -15]",614,614,1,False
N141:75,N141:75/6_-293_-18/617,3.174813014268006e-08,1,"[6, -293, -18]",617,617,1,False
N141:75,N141:75/6_-291_-17/617,3.174813014268006e-08,1,"[6, -291, -17]",617,617,1,False
N141:75,N141:75/42_-194_-11/462,3.174517651762526e-08,2,"[42, -194, -11]",462,463,2,False
N141:75,N141:75/44_-177_-11/305,3.1742405712871406e-08,4,"[44, -177, -11]",305,305,1,False
N141:75,N141:75/40_-232_-16/353,3.1738043585526784e-08,12,"[40, -232, -16]",353,354,2,False
N141:75,N141:75/41_-282_-21/470,3.1734585732930796e-08,2,"[41, -282, -21]",470,471,2,False
N141:75,N141:75/40_-143_-9/282,3.172022954806025e-08,5,"[40, -143, -9]",282,282,1,False
N141:75,N141:75/46_-248_-17/522,3.171290678534916e-08,792,"[46, -248, -17]",522,545,24,False
N141:75,N141:75/39_-296_-22/506,3.17073862526371e-08,5,"[39, -296, -22]",506,508,3,False
N141:75,N141:75/40_-249_-18/350,3.170066424590698e-08,3,"[40, -249, -18]",350,350,1,False
N141:75,N141:75/44_-290_-22/569,3.170019349752136e-08,7,"[44, -290, -22]",569,575,7,False
N141:75,N141:75/41_-273_-20/460,3.1699894162619995e-08,12,"[41, -273, -20]",460,464,5,False
N141:75,N141:75/40_-300_-23/611,3.167717853971225e-08,5,"[40, -300, -23]",611,613,3,False
N141:75,N141:75/45_-270_-20/464,3.1648905188503285e-08,9,"[45, -270, -20]",464,466,3,False
N141:75,N141:75/44_-265_-19/485,3.164554572090425e-08,7,"[44, -265, -19]",485,485,1,False
N141:75,N141:75/40_-152_-10/306,3.16436880185476e-08,2,"[40, -152, -10]",306,306,1,False
N141:75,N141:75/37_-204_-14/320,3.16436880185476e-08,2,"[37, -204, -14]",320,320,1,False
N141:75,N141:75/42_-177_-11/325,3.16436880185476e-08,2,"[42, -177, -11]",325,325,1,False
N141:75,N141:75/37_-217_-14/359,3.161015569824383e-08,5,"[37, -217, -14]",359,361,3,False
N141:75,N141:75/-3_-293_-16/599,3.1589624557534244e-08,6,"[-3, -293, -16]",599,602,4,False
N141:75,N141:75/45_-284_-20/572,3.158644668396595e-08,3,"[45, -284, -20]",572,574,3,False
N141:75,N141:75/40_-240_-17/403,3.157892364361633e-08,3,"[40, -240, -17]",403,405,3,False
N141:75,N141:75/5_-292_-17/613,3.15609571420855e-08,2,"[5, -292, -17]",613,613,1,False
N141:75,N141:75/46_-287_-22/583,3.154526501539836e-08,4,"[46, -287, -22]",583,585,3,False
N141:75,N141:75/12_-272_-16/612,3.154345962284023e-08,9,"[12, -272, -16]",612,613,2,False
N141:75,N141:75/40_-133_-8/289,3.1537215556530635e-08,2,"[40, -133, -8]",289,289,1,False
N141:75,N141:75/36_-289_-21/505,3.1537215556530635e-08,2,"[36, -289, -21]",505,505,1,False
N141:75,N141:75/41_-124_-7/269,3.152882393733366e-08,2,"[41, -124, -7]",269,269,1,False
N141:75,N141:75/37_-139_-8/275,3.152882393733366e-08,2,"[37, -139, -8]",275,275,1,False
N141:75,N141:75/41_-238_-16/325,3.152882393733366e-08,2,"[41, -238, -16]",325,325,1,False
N141:75,N141:75/38_-177_-12/342,3.152882393733366e-08,2,"[38, -177, -12]",342,342,1,False
N141:75,N141:75/39_-178_-11/355,3.152882393733366e-08,2,"[39, -178, -11]",355,355,1,False
N141:75,N141:75/-2_-280_-16/606,3.152882393733366e-08,2,"[-2, -280, -16]",606,607,2,False
N141:75,N141:75/40_-251_-18/369,3.152119356365623e-08,6,"[40, -251, -18]",369,371,3,False
N141:75,N141:75/44_-279_-21/481,3.151727756337008e-08,9,"[44, -279, -21]",481,483,3,False
N141:75,N141:75/40_-219_-14/317,3.149503987550445e-08,57,"[40, -219, -14]",317,331,15,False
N141:75,N141:75/39_-268_-20/496,3.1474267394332916e-08,11,"[39, -268, -20]",496,500,5,False
N141:75,N141:75/45_-276_-21/391,3.14626872371177e-08,5,"[45, -276, -21]",391,393,3,False
N141:75,N141:75/40_-242_-17/371,3.145827702475168e-08,19,"[40, -242, -17]",371,375,5,False
N141:75,N141:75/46_-248_-18/610,3.1443905030230844e-08,5,"[46, -248, -18]",610,611,2,False
N141:75,N141:75/42_-178_-12/264,3.1432440082853316e-08,89,"[42, -178, -12]",264,269,6,False
N141:75,N141:75/40_-244_-17/364,3.14276007087771e-08,4,"[40, -244, -17]",364,364,1,False
N141:75,N141:75/37_-130_-8/269,3.142337428935455e-08,5,"[37, -130, -8]",269,269,1,False
N141:75,N141:75/44_-285_-22/515,3.1414942579995866e-08,9,"[44, -285, -22]",515,522,8,False
N141:75,N141:75/37_-150_-10/264,3.140620587730507e-08,5,"[37, -150, -10]",264,264,1,False
N141:75,N141:75/36_-149_-9/261,3.137956701487267e-08,173,"[36, -149, -9]",261,261,1,False
N141:75,N141:75/42_-251_-18/622,3.1370747183058596e-08,4,"[42, -251, -18]",622,622,1,False
N141:75,N141:75/37_-252_-18/326,3.136697243370657e-08,2,"[37, -252, -18]",326,327,2,False
N141:75,N141:75/40_-276_-20/476,3.1361479163672265e-08,13,"[40, -276, -20]",476,480,5,False
N141:75,N141:75/42_-138_-8/264,3.133024680335154e-08,3,"[42, -138, -8]",264,266,3,False
N141:75,N141:75/47_-266_-20/578,3.132892970818663e-08,10,"[47, -266, -20]",578,580,3,False
N141:75,N141:75/41_-261_-19/469,3.132719954118513e-08,4,"[41, -261, -19]",469,471,3,False
N141:75,N141:75/43_-255_-18/366,3.130920732402154e-08,3,"[43, -255, -18]",366,366,1,False
N141:75,N141:75/41_-140_-9/289,3.1295479666493255e-08,2,"[41, -140, -9]",289,289,1,False
N141:75,N141:75/44_-261_-19/362,3.1295479666493255e-08,2,"[44, -261, -19]",362,362,1,False
N141:75,N141:75/40_-268_-20/462,3.125952837096818e-08,4,"[40, -268, -20]",462,463,2,False
N141:75,N141:75/36_-269_-18/555,3.1256919000496875e-08,9,"[36, -269, -18]",555,559,5,False
N141:75,N141:75/35_-295_-22/538,3.125672617396747e-08,2,"[35, -295, -22]",538,539,2,False
N141:75,N141:75/35_-280_-20/473,3.1239861912413514e-08,5,"[35, -280, -20]",473,474,2,False
N141:75,N141:75/43_-211_-14/510,3.122064125034754e-08,2,"[43, -211, -14]",510,510,1,False
N141:75,N141:75/41_-240_-16/363,3.121558208316866e-08,4,"[41, -240, -16]",363,363,1,False
